file,line,category,context,jp_text,en_hint
codegen\struct_generator.py,62,A,string,グローバル変数,variable
codegen\struct_generator.py,65,A,string,イベントフラグ,event / flag
codegen\struct_generator.py,68,A,comment,メンバー,
codegen\struct_generator.py,70,A,string,保留中のイベント,event
codegen\struct_generator.py,73,A,string,保留イベント有効フラグ,event / flag
codegen\struct_generator.py,76,A,comment,終了（ に修正）,
codegen\struct_generator.py,83,A,comment,データテーブル 共通マクロテンプレート,
codegen\struct_generator.py,86,A,comment,セクションコメント,
codegen\struct_generator.py,90,A,string,保留イベント制御,event
codegen\struct_generator.py,94,A,comment,マクロ,
codegen\struct_generator.py,97,A,string,イベント発火マクロ,event
codegen\struct_generator.py,98,A,string,ロール関数内で使用,role function / function
codegen\struct_generator.py,105,A,comment,マクロ,
codegen\struct_generator.py,108,A,string,保留イベント連続処理の上限,event
codegen\struct_generator.py,109,A,string,無限ループ防止用 ビルド時に で上書き可能,
codegen\struct_generator.py,117,A,comment,データテーブル 共通 テンプレート,
codegen\struct_generator.py,121,A,string,汎用遷移コンテキスト（層を問わない共通ロール関数用）,transition / role function / function / layer / context
codegen\struct_generator.py,122,A,string,各層の と同じレイアウト,layer
codegen\struct_generator.py,128,A,string,遷移元状態（層の 値をキャスト）,state / transition / layer
codegen\struct_generator.py,131,A,string,発生イベント（層の 値をキャスト）,event / layer
codegen\struct_generator.py,139,A,comment,データテーブル 層ごとの,layer
codegen\struct_generator.py,143,A,string,層の遷移コンテキスト,transition / layer / context
codegen\struct_generator.py,149,A,string,遷移元状態,state / transition
codegen\struct_generator.py,152,A,string,発生イベント,event
codegen\struct_generator.py,154,A,comment,に修正,
codegen\struct_generator.py,161,A,comment,データテーブル メンバー種別検出,
codegen\struct_generator.py,170,A,comment,データテーブル メンバー生成テンプレート,
codegen\struct_generator.py,185,A,comment,コンストラクタ,
codegen\struct_generator.py,196,A,string,層名を設定（層ごとの 生成用）,settings / layer
codegen\struct_generator.py,205,A,comment,ヘルパー,
codegen\struct_generator.py,214,A,string,メンバーを生成,
codegen\struct_generator.py,239,A,comment,ユーザー定義型（ ）,definition / type / user
codegen\struct_generator.py,245,A,comment,コメント,
codegen\struct_generator.py,251,A,comment,本体,
codegen\struct_generator.py,274,A,comment,コメント,
codegen\struct_generator.py,279,A,comment,本体,
codegen\struct_generator.py,285,A,comment,グループコメント,
codegen\struct_generator.py,292,A,comment,説明・単位,description
codegen\struct_generator.py,301,A,comment,変数本体,variable
codegen\struct_generator.py,320,A,comment,コメント,
codegen\struct_generator.py,325,A,comment,本体,
codegen\struct_generator.py,331,A,comment,グループコメント,
codegen\struct_generator.py,338,A,comment,説明,description
codegen\struct_generator.py,342,A,comment,フラグ本体,flag
codegen\struct_generator.py,350,A,comment,（ 追加）,
codegen\struct_generator.py,354,A,other,を生成（ 追加）,
codegen\struct_generator.py,356,A,other,生成例,
codegen\struct_generator.py,357,A,other,システム全体構造体,system
codegen\struct_generator.py,358,A,other,グローバル変数とイベントフラグを統合管理,event / variable / flag
codegen\struct_generator.py,360,A,other,グローバル変数,variable
codegen\struct_generator.py,361,A,other,イベントフラグ,event / flag
codegen\struct_generator.py,362,A,other,保留中のイベント,event
codegen\struct_generator.py,363,A,other,保留イベント有効フラグ,event / flag
codegen\struct_generator.py,370,A,comment,コメント,
codegen\struct_generator.py,373,A,string,システム全体構造体,system
codegen\struct_generator.py,374,A,string,グローバル変数とイベントフラグを統合管理,event / variable / flag
codegen\struct_generator.py,377,A,comment,本体,
codegen\struct_generator.py,390,A,comment,終了,
codegen\struct_generator.py,398,A,comment,共通 （基底型）,type
codegen\struct_generator.py,402,A,other,共通の基底型 を生成,type
codegen\struct_generator.py,404,A,other,生成例,
codegen\struct_generator.py,405,A,other,汎用遷移コンテキスト（層を問わない共通ロール関数用）,transition / role function / function / layer / context
codegen\struct_generator.py,406,A,other,各層の と同じレイアウト,layer
codegen\struct_generator.py,408,A,other,遷移元状態（層の 値をキャスト）,state / transition / layer
codegen\struct_generator.py,409,A,other,発生イベント（層の 値をキャスト）,event / layer
codegen\struct_generator.py,424,A,comment,層ごとの,layer
codegen\struct_generator.py,429,A,other,層ごとの を生成,layer
codegen\struct_generator.py,432,A,other,層の状態型（例 ）,state / type / layer
codegen\struct_generator.py,433,A,other,層のイベント型（例 ）,event / type / layer
codegen\struct_generator.py,435,A,other,生成例,
codegen\struct_generator.py,436,A,other,層の遷移コンテキスト,transition / layer / context
codegen\struct_generator.py,438,A,other,遷移元状態,state / transition
codegen\struct_generator.py,439,A,other,発生イベント,event
codegen\struct_generator.py,461,A,comment,マクロ（ ）,
codegen\struct_generator.py,465,A,other,保留イベント制御マクロを生成,event
codegen\struct_generator.py,467,A,other,生成例,
codegen\struct_generator.py,469,A,other,保留イベント制御,event
codegen\struct_generator.py,472,A,other,イベント発火マクロ,event
codegen\struct_generator.py,473,A,other,ロール関数内で使用,role function / function
codegen\struct_generator.py,479,A,other,保留イベント連続処理の上限,event
codegen\struct_generator.py,480,A,other,無限ループ防止用 ビルド時に で上書き可能,
codegen\struct_generator.py,495,A,comment,一括生成,
codegen\struct_generator.py,499,A,other,全構造体を一括生成（ ）,
codegen\struct_generator.py,501,A,other,注意 と マクロは別メソッド,
codegen\struct_generator.py,530,A,other,全ての生成物を辞書で返す,
codegen\struct_generator.py,534,A,other,ユーザー定義型,definition / type / user
codegen\struct_generator.py,537,A,other,（ 付き）,
codegen\struct_generator.py,538,A,other,共通 （基底型）,type
codegen\struct_generator.py,558,A,comment,後方互換,
codegen\struct_generator.py,561,A,string,後方互換 単一構造体を生成,
codegen\timer_generator.py,3,A,other,タイマ変数生成モジュール（完全データ駆動版）,variable / timer
codegen\timer_generator.py,5,A,other,修正,
codegen\timer_generator.py,6,A,other,を廃止,
codegen\timer_generator.py,7,A,other,タイマ変数は 内に 経由で,variable / timer
codegen\timer_generator.py,8,A,other,既に展開されているため 未使用の を出力しない,
codegen\timer_generator.py,33,A,string,タイマ変数生成クラス（完全データ駆動）,variable / timer
codegen\timer_generator.py,117,A,string,タイマ変数構造体 システム全体で使用するタイマ変数を管理,variable / timer / system
codegen\timer_generator.py,149,A,string,タイマ変数初期化,initialization / variable / timer
codegen\timer_generator.py,150,A,string,システムコンテキストポインタ,system / context / pointer
codegen\timer_generator.py,204,A,string,タイマ更新処理,timer
codegen\timer_generator.py,205,A,string,システムコンテキストポインタ,system / context / pointer
codegen\timer_generator.py,232,A,other,タイマ変数構造体生成,variable / timer
codegen\timer_generator.py,234,A,other,変更,
codegen\timer_generator.py,235,A,other,タイマ変数は 内に既に展開されており,variable / timer
codegen\timer_generator.py,236,A,other,は使用されていなかった（ ）,
codegen\timer_generator.py,237,A,other,後方互換のため関数自体は残すが 空文字列を返すように変更,function
codegen\type_mapper.py,3,C,other,言語型マッピングモジュール（辞書駆動版）,type
codegen\type_mapper.py,19,C,string,の型を 言語の型にマッピングするクラス,type
codegen\variable_generator.py,3,A,other,変数・フラグ生成モジュール（多層ステートマシン対応版）,variable / flag / layer
codegen\variable_generator.py,5,A,other,修正,
codegen\variable_generator.py,6,A,other,でカスタム構造体変数を で初期化,initialization / variable
codegen\variable_generator.py,7,A,other,（ までは でコンパイルエラー）,error
codegen\variable_generator.py,9,A,other,修正,
codegen\variable_generator.py,10,A,other,アクセスマクロのフィールド名を修正,
codegen\variable_generator.py,11,A,other,バグ,
codegen\variable_generator.py,12,A,other,修正後,
codegen\variable_generator.py,13,A,other,マクロ名は大文字（ ） フィールド名は を使用,
codegen\variable_generator.py,15,A,other,修正,
codegen\variable_generator.py,16,A,other,サフィックス付き標準型（ 等）を正しく認識,type
codegen\variable_generator.py,17,A,string,旧 に はあるが がない,
codegen\variable_generator.py,18,A,other,標準型がカスタム型扱いされて冗長な を生成,type
codegen\variable_generator.py,19,A,other,新 に 付き型を追加,type
codegen\variable_generator.py,20,A,other,で 修飾子を除去してから判定,
codegen\variable_generator.py,50,A,string,変数・フラグ生成クラス（多層ステートマシン対応）,variable / flag / layer
codegen\variable_generator.py,55,A,string,システムコンテキスト初期化,initialization / system / context
codegen\variable_generator.py,56,A,string,システムコンテキストポインタ,system / context / pointer
codegen\variable_generator.py,64,A,string,チェック,
codegen\variable_generator.py,74,A,string,グローバル変数の初期化,initialization / variable
codegen\variable_generator.py,77,A,string,イベントフラグの初期化,event / initialization / flag
codegen\variable_generator.py,80,A,string,保留イベントの初期化,event / initialization
codegen\variable_generator.py,118,A,comment,修正 サフィックス付き標準型を追加,type
codegen\variable_generator.py,119,A,comment,の と整合,
codegen\variable_generator.py,120,A,comment,に変換されるため,
codegen\variable_generator.py,121,A,comment,生成コード側でも を標準型として扱う必要がある,type
codegen\variable_generator.py,124,A,comment,符号付き整数,
codegen\variable_generator.py,128,A,comment,符号なし整数,
codegen\variable_generator.py,132,A,comment,浮動小数,
codegen\variable_generator.py,134,A,comment,真偽 文字,
codegen\variable_generator.py,139,A,comment,型修飾子（先頭に付く可能性があるもの）,type
codegen\variable_generator.py,142,A,comment,マクロ名とフィールド名を分離,
codegen\variable_generator.py,248,A,comment,マクロ生成（マクロ名 大文字 フィールド名 元のまま）,
codegen\variable_generator.py,252,A,other,データアクセスマクロを生成,
codegen\variable_generator.py,254,A,other,修正,
codegen\variable_generator.py,255,A,other,旧 フィールド名が大文字（バグ）,
codegen\variable_generator.py,256,A,other,新 フィールド名を元のまま,
codegen\variable_generator.py,267,A,other,フラグアクセスマクロを生成,flag
codegen\variable_generator.py,269,A,other,修正,
codegen\variable_generator.py,270,A,other,旧 バグ,
codegen\variable_generator.py,271,A,other,新 一致（元 ）,
codegen\variable_generator.py,272,A,other,フィールド名は 側で されてない場合あり,
codegen\variable_generator.py,290,A,comment,追加 型名の正規化,type
codegen\variable_generator.py,294,A,other,型名を正規化して で引けるようにする,type
codegen\variable_generator.py,296,A,other,例,
codegen\variable_generator.py,300,A,other,（変更なし）,
codegen\variable_generator.py,305,A,comment,先頭の修飾子を除去,
codegen\variable_generator.py,308,A,comment,符号修飾子は などの複合型を保持するため,type
codegen\variable_generator.py,309,A,comment,単独の場合はそのまま それ以外はそのまま,
codegen\variable_generator.py,314,A,comment,初期化コード生成,initialization
codegen\variable_generator.py,324,A,other,修正,
codegen\variable_generator.py,325,A,other,カスタム型（ に無い型）は を使用,type
codegen\variable_generator.py,326,A,other,プリミティブ型は直接代入 などの数値代入,type
codegen\variable_generator.py,328,A,other,修正,
codegen\variable_generator.py,329,A,other,サフィックス付き標準型（ 等）を正しく認識,type
codegen\variable_generator.py,330,A,other,等の修飾子を除去してから判定,
codegen\variable_generator.py,331,A,other,これにより冗長な の生成を防ぐ,
codegen\variable_generator.py,337,A,comment,カスタム型判定（正規化後の型名で）,type
codegen\variable_generator.py,348,A,comment,標準型 など,type
codegen\variable_generator.py,374,A,comment,公開,
codegen\__init__.py,3,C,other,コード生成層,layer
codegen\__init__.py,5,C,other,追加,
codegen\__init__.py,6,C,other,再エクスポートは最小限に留める,
codegen\__init__.py,7,C,other,は生成時に多数のサブモジュールを読み込むため,
codegen\__init__.py,8,C,other,トップレベルで再エクスポートしない（起動時間短縮のため）,start
codegen\__init__.py,20,C,other,遅延インポート,
codegen\__init__.py,22,C,other,のように使われた時のみ,
codegen\__init__.py,23,C,other,実際のモジュールをロードする,
codegen\__init__.py,24,C,other,起動時間を抑えつつ 利便性を確保する,start
codegen\validate\change_actions.py,3,C,other,変更アクション定義,definition / action
codegen\validate\change_actions.py,12,C,string,変更アクション種別,action
codegen\validate\change_actions.py,27,C,string,変更リクエスト,
codegen\validate\change_applier.py,3,C,other,変更適用エンジン（修正版）,
codegen\validate\change_applier.py,5,C,other,変更,
codegen\validate\change_applier.py,6,C,other,に を追加（ との不一致解消）,
codegen\validate\change_applier.py,7,C,other,メソッドを実装,
codegen\validate\change_applier.py,21,C,string,変更リクエストをシステムに適用する,system
codegen\validate\change_applier.py,29,C,comment,ハンドラ辞書を文字列キーで定義,definition
codegen\validate\change_applier.py,38,C,other,追加,
codegen\validate\change_applier.py,45,C,string,変更を適用,
codegen\validate\change_applier.py,48,C,comment,の値（文字列）でハンドラを取得,
codegen\validate\change_applier.py,55,C,string,未対応のアクション,action
codegen\validate\change_applier.py,72,C,string,全変更を適用,
codegen\validate\change_applier.py,94,C,string,状態 が存在しません,state
codegen\validate\change_applier.py,96,C,string,初期状態を に設定しました,state / settings
codegen\validate\change_applier.py,107,C,string,遷移の情報が不足しています,transition / info
codegen\validate\change_applier.py,117,C,string,遷移 を追加しました,transition
codegen\validate\change_applier.py,126,C,string,状態名が指定されていません,state
codegen\validate\change_applier.py,128,C,string,状態 は既に存在します,state
codegen\validate\change_applier.py,130,C,comment,に存在しない値は にフォールバック,
codegen\validate\change_applier.py,138,C,comment,パラメータを受理（ 用）,
codegen\validate\change_applier.py,147,C,string,状態 を追加しました,state
codegen\validate\change_applier.py,154,C,string,イベント名が指定されていません,event
codegen\validate\change_applier.py,156,C,string,イベント は既に存在します,event
codegen\validate\change_applier.py,160,C,string,イベント を追加しました,event
codegen\validate\change_applier.py,170,C,string,遷移 を削除しました,transition
codegen\validate\change_applier.py,172,C,string,該当する遷移が見つかりません,transition
codegen\validate\change_applier.py,186,C,string,遷移 を更新しました,transition
codegen\validate\change_applier.py,188,C,string,該当する遷移が見つかりません,transition
codegen\validate\change_applier.py,195,C,string,関数名が指定されていません,function
codegen\validate\change_applier.py,197,C,string,関数 は既に存在します,function
codegen\validate\change_applier.py,206,C,string,ロール関数 を追加しました,role function / function
codegen\validate\change_applier.py,210,C,other,ロール関数を削除する,role function / function
codegen\validate\change_applier.py,212,C,other,追加 と対応,
codegen\validate\change_applier.py,214,C,string,または のどちらでも可,
codegen\validate\change_applier.py,218,C,string,関数名が指定されていません,function
codegen\validate\change_applier.py,225,C,comment,完全一致,
codegen\validate\change_applier.py,228,C,string,ロール関数 を削除しました,role function / function
codegen\validate\change_applier.py,230,C,comment,での一致（ 形式）,
codegen\validate\change_applier.py,235,C,string,ロール関数 を削除しました,role function / function
codegen\validate\change_applier.py,237,C,comment,純粋名での一致（ を無視して フィールドで探す）,ignore
codegen\validate\change_applier.py,241,C,string,ロール関数 を削除しました,role function / function
codegen\validate\change_applier.py,243,C,string,関数 が見つかりません,function
codegen\validate\change_applier.py,252,C,string,変数 を追加しました,variable
codegen\validate\change_applier.py,261,C,string,フラグ を追加しました,flag
codegen\validate\clipboard_manager.py,3,C,other,クリップボード管理,
codegen\validate\clipboard_manager.py,15,C,string,クリップボード管理クラス,
codegen\validate\logger.py,3,C,other,検証モジュール用ロガー設定,settings
codegen\validate\logger.py,12,C,string,ロガーをセットアップ,
codegen\validate\logger.py,20,C,comment,コンソールハンドラ,
codegen\validate\logger.py,30,C,comment,ファイルハンドラ,
codegen\validate\logger.py,52,C,comment,デフォルトロガー（ として公開）,
codegen\validate\models.py,3,C,other,検証データモデル定義,definition
codegen\validate\models.py,12,C,string,検証重大度,
codegen\validate\models.py,19,C,string,文字列から変換,
codegen\validate\models.py,27,C,string,エラー,error
codegen\validate\models.py,28,C,string,警告,warning
codegen\validate\models.py,29,C,string,情報,info
codegen\validate\models.py,36,C,string,検証問題,
codegen\validate\models.py,46,C,string,辞書に変換,
codegen\validate\models.py,59,C,string,辞書から復元,
codegen\validate\models.py,76,C,string,検証結果,
codegen\validate\models.py,129,C,string,検証コンテキスト,context
codegen\validate\prompt_generator.py,3,A,other,プロンプト生成クラス,
codegen\validate\prompt_generator.py,6,A,other,を削除（未使用・呼び出し元なし）,
codegen\validate\prompt_generator.py,23,A,string,プロンプト生成クラス,
codegen\validate\prompt_generator.py,34,A,string,状態,state
codegen\validate\prompt_generator.py,37,A,string,イベント,event
codegen\validate\prompt_generator.py,40,A,string,遷移,transition
codegen\validate\prompt_generator.py,45,A,string,条件,condition
codegen\validate\prompt_generator.py,47,A,string,アクション,action
codegen\validate\prompt_generator.py,50,A,string,遷移なし,transition
codegen\validate\prompt_generator.py,51,A,string,初期状態 未設定,state / settings
codegen\validate\prompt_generator.py,56,A,string,内部検証結果 問題なし,
codegen\validate\prompt_generator.py,57,A,string,内部検証で検出された問題,
codegen\validate\response_parser.py,3,C,other,回答パーサー,
codegen\validate\response_parser.py,20,C,string,回答パーサー,
codegen\validate\response_parser.py,125,C,string,初期状態,state
codegen\validate\validation_dialog.py,3,C,other,検証・ 連携ダイアログ,
codegen\validate\validation_dialog.py,4,C,other,対応,
codegen\validate\validation_dialog.py,35,C,string,検証・ 連携ダイアログ,
codegen\validate\validation_dialog.py,48,C,string,コード生成前検証・ 診断,
codegen\validate\validation_dialog.py,55,C,string,を構築,
codegen\validate\validation_dialog.py,58,C,comment,タブウィジェット,
codegen\validate\validation_dialog.py,62,C,comment,検証結果タブ,
codegen\validate\validation_dialog.py,65,C,string,検証結果,
codegen\validate\validation_dialog.py,67,C,comment,プロンプトタブ,
codegen\validate\validation_dialog.py,70,C,string,プロンプト,
codegen\validate\validation_dialog.py,72,C,comment,回答タブ,
codegen\validate\validation_dialog.py,75,C,string,回答取り込み,
codegen\validate\validation_dialog.py,77,C,comment,変更一覧タブ,
codegen\validate\validation_dialog.py,80,C,string,変更一覧・反映,
codegen\validate\validation_dialog.py,82,C,comment,閉じるボタン,
codegen\validate\validation_dialog.py,84,C,string,閉じる,
codegen\validate\validation_dialog.py,91,C,string,検証結果タブのセットアップ,
codegen\validate\validation_dialog.py,94,C,comment,サマリーラベル,
codegen\validate\validation_dialog.py,99,C,comment,問題リスト,
codegen\validate\validation_dialog.py,101,C,string,重大度 カテゴリ メッセージ 対象 修正提案,
codegen\validate\validation_dialog.py,109,C,comment,再検証ボタン,
codegen\validate\validation_dialog.py,110,C,string,再検証,
codegen\validate\validation_dialog.py,115,C,string,プロンプトタブのセットアップ,
codegen\validate\validation_dialog.py,118,C,comment,説明ラベル,description
codegen\validate\validation_dialog.py,120,C,string,以下の手順で 診断を行います：,
codegen\validate\validation_dialog.py,121,C,string,コピー ボタンでプロンプトをクリップボードにコピー,
codegen\validate\validation_dialog.py,122,C,string,等に貼り付けて質問,
codegen\validate\validation_dialog.py,123,C,string,の回答をコピー,
codegen\validate\validation_dialog.py,124,C,string,回答取り込み タブで回答を貼り付け,
codegen\validate\validation_dialog.py,129,C,comment,コピーボタン,
codegen\validate\validation_dialog.py,130,C,string,プロンプトをコピー,
codegen\validate\validation_dialog.py,134,C,comment,プロンプトプレビュー,
codegen\validate\validation_dialog.py,140,C,string,回答タブのセットアップ,
codegen\validate\validation_dialog.py,143,C,comment,貼り付けボタン,
codegen\validate\validation_dialog.py,144,C,string,クリップボードから貼り付け,
codegen\validate\validation_dialog.py,148,C,comment,回答入力,
codegen\validate\validation_dialog.py,150,C,string,の回答をここに貼り付けてください,
codegen\validate\validation_dialog.py,153,C,comment,解析ボタン,
codegen\validate\validation_dialog.py,154,C,string,回答を解析して変更一覧を生成,
codegen\validate\validation_dialog.py,159,C,string,変更一覧タブのセットアップ,
codegen\validate\validation_dialog.py,162,C,comment,変更一覧,
codegen\validate\validation_dialog.py,164,C,string,選択 アクション パラメータ 理由,action
codegen\validate\validation_dialog.py,171,C,comment,反映ボタン,
codegen\validate\validation_dialog.py,172,C,string,選択した変更を反映,
codegen\validate\validation_dialog.py,177,C,string,検証を実行,execute
codegen\validate\validation_dialog.py,181,C,comment,サマリー更新,
codegen\validate\validation_dialog.py,182,C,string,エラー,error
codegen\validate\validation_dialog.py,183,C,string,警告,warning
codegen\validate\validation_dialog.py,184,C,string,情報,info
codegen\validate\validation_dialog.py,187,C,comment,問題リスト更新,
codegen\validate\validation_dialog.py,203,C,comment,重大度に応じた色付け,
codegen\validate\validation_dialog.py,208,C,comment,プロンプト生成,
codegen\validate\validation_dialog.py,217,C,string,プロンプトをクリップボードにコピー,
codegen\validate\validation_dialog.py,222,C,string,コピー完了,completed
codegen\validate\validation_dialog.py,223,C,string,プロンプトをクリップボードにコピーしました,
codegen\validate\validation_dialog.py,224,C,string,等に貼り付けて質問してください,
codegen\validate\validation_dialog.py,226,C,string,エラー クリップボードへのコピーに失敗しました,error / failure
codegen\validate\validation_dialog.py,229,C,string,クリップボードから 回答を貼り付け,
codegen\validate\validation_dialog.py,234,C,string,警告 クリップボードが空です,warning
codegen\validate\validation_dialog.py,237,C,string,回答を解析,
codegen\validate\validation_dialog.py,240,C,string,警告 回答が入力されていません,warning
codegen\validate\validation_dialog.py,245,C,comment,変更一覧を表示,
codegen\validate\validation_dialog.py,256,C,comment,タブを変更一覧に切り替え,
codegen\validate\validation_dialog.py,259,C,string,解析完了,completed
codegen\validate\validation_dialog.py,260,C,string,件の変更を抽出しました,
codegen\validate\validation_dialog.py,263,C,string,選択した変更を反映,
codegen\validate\validation_dialog.py,271,C,string,警告 反映する変更が選択されていません,warning
codegen\validate\validation_dialog.py,277,C,string,反映完了,completed
codegen\validate\validation_dialog.py,278,C,string,件の変更を反映しました,
codegen\validate\validation_dialog.py,279,C,string,失敗 件,failure
codegen\validate\validation_dialog.py,281,C,comment,再検証,
codegen\validate\validation_dialog.py,286,C,string,検証ダイアログを表示するヘルパー関数,function
codegen\validate\validator.py,3,C,other,検証メインクラス,
codegen\validate\validator.py,12,C,comment,ロガーは直接参照,
codegen\validate\validator.py,15,C,comment,モデル,
codegen\validate\validator.py,18,C,comment,バリデータ,
codegen\validate\validator.py,32,C,string,コード生成検証メインクラス,
codegen\validate\__init__.py,3,C,other,検証・ 連携パッケージ,
codegen\validate\data\action_definitions.py,3,C,other,アクション定義（データのみ）,definition / action
codegen\validate\data\action_definitions.py,5,C,other,変更,
codegen\validate\data\action_definitions.py,6,C,other,の 列挙を 種類に拡張（ と一致）,
codegen\validate\data\action_definitions.py,7,C,other,を追加（ との不一致解消）,
codegen\validate\data\action_definitions.py,12,C,string,初期状態を設定,state / settings
codegen\validate\data\action_definitions.py,14,C,string,状態名,state
codegen\validate\data\action_definitions.py,18,C,string,遷移を追加,transition
codegen\validate\data\action_definitions.py,20,C,string,遷移元,transition
codegen\validate\data\action_definitions.py,21,C,string,イベント名,event
codegen\validate\data\action_definitions.py,22,C,string,遷移先,transition
codegen\validate\data\action_definitions.py,23,C,string,条件,condition
codegen\validate\data\action_definitions.py,24,C,string,アクション名,action
codegen\validate\data\action_definitions.py,28,C,string,状態を追加,state
codegen\validate\data\action_definitions.py,30,C,string,状態名,state
codegen\validate\data\action_definitions.py,43,C,string,状態タイプ,state
codegen\validate\data\action_definitions.py,45,C,string,説明,description
codegen\validate\data\action_definitions.py,49,C,string,イベントを追加,event
codegen\validate\data\action_definitions.py,51,C,string,イベント名,event
codegen\validate\data\action_definitions.py,52,C,string,イベント種類,event
codegen\validate\data\action_definitions.py,53,C,string,説明,description
codegen\validate\data\action_definitions.py,57,C,string,遷移を削除,transition
codegen\validate\data\action_definitions.py,59,C,string,遷移元,transition
codegen\validate\data\action_definitions.py,60,C,string,イベント名,event
codegen\validate\data\action_definitions.py,61,C,string,遷移先,transition
codegen\validate\data\action_definitions.py,65,C,string,遷移を更新,transition
codegen\validate\data\action_definitions.py,67,C,string,遷移元,transition
codegen\validate\data\action_definitions.py,68,C,string,イベント名,event
codegen\validate\data\action_definitions.py,69,C,string,新しい遷移先,transition
codegen\validate\data\action_definitions.py,70,C,string,新しい条件,condition
codegen\validate\data\action_definitions.py,71,C,string,新しいアクション,action
codegen\validate\data\action_definitions.py,75,C,string,ロール関数を追加,role function / function
codegen\validate\data\action_definitions.py,77,C,string,関数名,function
codegen\validate\data\action_definitions.py,78,C,string,戻り値型,return value / type
codegen\validate\data\action_definitions.py,79,C,string,説明,description
codegen\validate\data\action_definitions.py,83,C,string,ロール関数を削除,role function / function
codegen\validate\data\action_definitions.py,85,C,string,関数名（純粋名 ）,function
codegen\validate\data\action_definitions.py,89,C,string,変数を追加,variable
codegen\validate\data\action_definitions.py,91,C,string,変数名,variable
codegen\validate\data\action_definitions.py,92,C,string,型,type
codegen\validate\data\action_definitions.py,93,C,string,グループ,
codegen\validate\data\action_definitions.py,94,C,string,説明,description
codegen\validate\data\action_definitions.py,98,C,string,フラグを追加,flag
codegen\validate\data\action_definitions.py,100,C,string,フラグ名,flag
codegen\validate\data\action_definitions.py,101,C,string,最小値,
codegen\validate\data\action_definitions.py,102,C,string,最大値,
codegen\validate\data\action_definitions.py,103,C,string,グループ,
codegen\validate\data\action_definitions.py,110,C,string,アクション定義をプロンプト用テキストに変換,definition / action
codegen\validate\data\action_definitions.py,111,C,string,使用可能なアクション,action
codegen\validate\data\action_definitions.py,116,C,string,必須 省略可,
codegen\validate\data\keywords.py,3,C,other,キーワード定義（データのみ）,definition
codegen\validate\data\keywords.py,7,C,string,承知しました 了解しました かしこまりました はい こんにちは,
codegen\validate\data\keywords.py,8,C,string,以下に 分析結果 検証しました 確認しました 以下は,
codegen\validate\data\keywords.py,9,C,string,です ます と考え と思い です,
codegen\validate\data\keywords.py,10,C,string,なお ちなみに 参考までに 補足,
codegen\validate\data\keywords.py,11,C,string,以上です 以上が ご確認ください よろしくお願い,
codegen\validate\data\keywords.py,30,C,string,エラー 重大,error
codegen\validate\data\keywords.py,31,C,string,警告,warning
codegen\validate\data\keywords.py,32,C,string,情報,info
codegen\validate\data\keywords.py,35,C,string,状態,state
codegen\validate\data\keywords.py,36,C,string,イベント,event
codegen\validate\data\keywords.py,37,C,string,遷移,transition
codegen\validate\data\keywords.py,38,C,string,ロール関数 関数,role function / function
codegen\validate\data\keywords.py,39,C,string,変数,variable
codegen\validate\data\keywords.py,40,C,string,フラグ,flag
codegen\validate\data\keywords.py,41,C,string,キュー,queue
codegen\validate\data\keywords.py,42,C,string,割り込み,interrupt
codegen\validate\data\keywords.py,43,C,string,タイマ,timer
codegen\validate\data\keywords.py,44,C,string,型 構造体,type
codegen\validate\data\keywords.py,46,C,string,修正方法 修正案 提案 対応 解決策,
codegen\validate\data\keywords.py,47,C,string,対象 状態 関数 変数 イベント,state / event / variable / function
codegen\validate\data\prompt_templates.py,3,C,other,プロンプトテンプレート定義（データのみ）,definition
codegen\validate\data\prompt_templates.py,6,C,other,未使用の キーを削除,
codegen\validate\data\prompt_templates.py,7,C,other,（ と共に削除）,
codegen\validate\data\prompt_templates.py,12,C,other,あなたは組み込みソフトウェアの状態遷移設計の専門家です,state / transition
codegen\validate\data\prompt_templates.py,14,C,other,タスク,
codegen\validate\data\prompt_templates.py,15,C,other,状態遷移設計データを検証し 必要な変更を 形式で出力してください,state / transition
codegen\validate\data\prompt_templates.py,17,C,other,出力形式,
codegen\validate\data\prompt_templates.py,18,C,other,純粋な のみを出力してください,
codegen\validate\data\prompt_templates.py,19,C,other,挨拶 説明 補足 マーカー コードブロック記号は一切不要です,description / marker
codegen\validate\data\prompt_templates.py,21,C,other,出力例,
codegen\validate\data\prompt_templates.py,24,C,other,実際のデータ,
codegen\validate\data\prompt_templates.py,27,C,other,指示,
codegen\validate\data\prompt_templates.py,28,C,other,出力例と同じ 形式で 実際のデータに対する変更を提案してください,
codegen\validate\data\prompt_templates.py,29,C,other,以外は出力しないでください,
codegen\validate\data\prompt_templates.py,43,C,string,初期状態が未設定のため,state / settings
codegen\validate\data\prompt_templates.py,53,C,string,エラー状態からの回復遷移がないため,state / transition / error
codegen\validate\data\prompt_templates.py,58,C,other,検証観点,
codegen\validate\data\prompt_templates.py,59,C,docstring,初期状態が設定されているか,state / settings
codegen\validate\data\prompt_templates.py,60,C,other,すべての状態に遷移が定義されているか,state / transition / definition
codegen\validate\data\prompt_templates.py,61,C,other,エラー状態からの回復遷移があるか,state / transition / error
codegen\validate\data\prompt_templates.py,62,C,other,各状態で処理すべきイベントが網羅されているか,state / event
codegen\validate\data\prompt_templates.py,63,C,other,到達不能な状態がないか,state
